dice,iou,accuracy,hd95,sensitivity,precision,method,image,tumour_type,seconds
0.8774554910982196,0.7816665478651365,0.9883155822753906,38.59024713958224,0.894234689717035,0.8612943763744895,otsu,brisc2025_test_00338_me_ax_t1.jpg,meningioma,0.0048160552978515625
0.6363811728395061,0.46668552836327626,0.9856185913085938,34.05656923042966,0.46668552836327626,1.0,otsu,brisc2025_test_00185_gl_sa_t1.jpg,glioma,0.0052051544189453125
0.42148634213337405,0.26701469450889403,0.9855384826660156,23.734974441846905,0.26701469450889403,1.0,otsu,brisc2025_test_00534_me_sa_t1.jpg,meningioma,0.005855083465576172
0.843013403173625,0.7286284953395473,0.9961128234863281,22.192315183494514,0.926201760324983,0.7735368956743003,otsu,brisc2025_test_00709_pi_ax_t1.jpg,pituitary,0.005025148391723633
0.016908941897079758,0.008526558489581067,0.9130592346191406,75.65282100267017,0.045666356011183594,0.010375310994653539,otsu,brisc2025_test_00217_gl_sa_t1.jpg,glioma,0.005808115005493164
0.913287955016277,0.8404139433551199,0.9988822937011719,6.08113883008419,0.8939745075318656,0.9334543254688445,otsu,brisc2025_test_00808_pi_ax_t1.jpg,pituitary,0.004767894744873047
0.9364567840026442,0.8805065651464533,0.9941329956054688,5.830951894845301,0.8806434066361023,0.999823555359506,otsu,brisc2025_test_00274_me_ax_t1.jpg,meningioma,0.004826068878173828
0.5302946081156198,0.3608169440242057,0.9967765808105469,9.273153625983817,0.5955056179775281,0.4779559118236473,otsu,brisc2025_test_00903_pi_co_t1.jpg,pituitary,0.005640983581542969
0.6350564251911176,0.46526203493799173,0.9847030639648438,24.95184540902452,1.0,0.46526203493799173,kmeans,brisc2025_test_00089_gl_co_t1.jpg,glioma,0.06892991065979004
0.9315315315315316,0.8718381112984823,0.99652099609375,7.01421356237309,0.8722058203289751,0.9995166747220879,kmeans,brisc2025_test_00718_pi_ax_t1.jpg,pituitary,0.04970908164978027
0.8601190476190477,0.7545691906005222,0.9989242553710938,7.221453651680858,0.9184322033898306,0.808768656716418,kmeans,brisc2025_test_00805_pi_ax_t1.jpg,pituitary,0.02761983871459961
0.6419794534344995,0.4727317676143387,0.959320068359375,45.35965667218386,1.0,0.4727317676143387,kmeans,brisc2025_test_00468_me_co_t1.jpg,meningioma,0.02741384506225586
0.9060315816722755,0.8282063416942735,0.9986152648925781,8.48528137423857,0.8933129147524247,0.9191176470588235,kmeans,brisc2025_test_00874_pi_co_t1.jpg,pituitary,0.016934871673583984
0.6447199657973492,0.4757097791798107,0.9968299865722656,10.0,1.0,0.4757097791798107,kmeans,brisc2025_test_00820_pi_ax_t1.jpg,pituitary,0.022289276123046875
0.9435171880181276,0.8930738648252773,0.9961013793945312,7.644944591370316,0.8937284054025757,0.9991806157087674,kmeans,brisc2025_test_00275_me_ax_t1.jpg,meningioma,0.024514198303222656
0.6309877766765775,0.4609073359073359,0.9914779663085938,18.01526600752597,0.8988235294117647,0.4861287859506236,kmeans,brisc2025_test_00892_pi_co_t1.jpg,pituitary,0.0239260196685791
